*,Product,Code,Size,Retail price,Available Stock,Hold Stock,Total price
1,HSS Drill Bit (EHPL) 1/8 Inch,1P01-01,08-Jan,Rs.70.00,4660,381,"Rs.333,200.00"
2,HSS Drill Bit (EHPL) 5/32 Inch,1P01-02,May-32,Rs.93.00,0,75,"Rs.6,975.00"
3,HSS Drill Bit (EHPL) 3/16 Inch,1P01-03,16-Mar,Rs.125.00,2950,160,"Rs.363,750.00"
4,HSS Drill Bit (EHPL) 1/4 Inch,1P01-04,04-Jan,Rs.215.00,860,100,"Rs.180,600.00"
5,HSS Drill Bit (EHPL) 5/16 Inch,1P01-05,16-May,Rs.380.00,0,10,"Rs.3,800.00"
6,HSS Drill Bit (EHPL) 3/8 Inch,1P01-06,08-Mar,Rs.540.00,35,5,"Rs.2,700.00"
7,HSS Drill Bit (EHPL) 1/2 Inch,1P01-07,02-Jan,Rs.990.00,985,0,"Rs.965,250.00"
8,HSS Drill Bit (EHPL) 5/8 Inch - Handel 1/2 Inch,1P01-08,08-May,"Rs.1,970.00",0,0,Rs.0.00
9,HSS Drill Bit (EHPL) 3/4 Inch - Handel 1/2 Inch,1P01-09,04-Mar,"Rs.3,440.00",56,0,"Rs.192,640.00"
10,HSS Drill Bit (EHPL) 1 Inch - Handel 1/2 Inch,1P01-10,1,"Rs.5,650.00",103,0,"Rs.220,350.00"
11,HSS Drill Bit (EHPL) 1 mm,1P01-11,1,Rs.32.00,0,0,Rs.0.00
12,HSS Drill Bit (EHPL) 1.5 mm,1P01-12,1.5,Rs.37.00,0,0,Rs.0.00
13,HSS Drill Bit (EHPL) 2 mm,1P01-13,2,Rs.47.00,0,0,Rs.0.00
14,HSS Drill Bit (EHPL) 2.5 mm,1P01-14,2.5,Rs.57.00,12300,20,"Rs.685,140.00"
15,HSS Drill Bit (EHPL) 3 mm,1P01-15,3,Rs.78.90,1500,0,"Rs.114,405.00"
16,HSS Drill Bit (EHPL) 3.5 mm,1P01-16,3.5,Rs.121.00,2100,0,"Rs.252,890.00"
17,HSS Drill Bit (EHPL) 4 mm,1P01-17,4,Rs.139.00,3200,0,"Rs.437,850.00"
18,HSS Drill Bit (EHPL) 4.5 mm,1P01-18,4.5,Rs.166.00,720,0,"Rs.109,560.00"
19,HSS Drill Bit (EHPL) 5 mm,1P01-19,5,Rs.231.00,190,50,"Rs.60,060.00"
20,HSS Drill Bit (EHPL) 5.5 mm,1P01-20,5.5,Rs.278.00,970,0,"Rs.266,880.00"
21,HSS Drill Bit (EHPL) 6.5 mm,1P01-21,6.5,Rs.395.00,910,10,"Rs.359,450.00"
22,HSS Drill Bit (EHPL) 7 mm,1P01-22,7,Rs.465.00,660,10,"Rs.316,200.00"
23,HSS Drill Bit (EHPL) 7.5 mm,1P01-23,7.5,Rs.465.00,330,0,"Rs.118,110.00"
24,HSS Drill Bit (EHPL) 8 mm,1P01-24,8,Rs.472.00,330,0,"Rs.172,280.00"
25,HSS Drill Bit (EHPL) 8.5 mm,1P01-25,8.5,Rs.491.00,0,0,Rs.0.00
26,HSS Drill Bit (EHPL) 9 mm,1P01-26,9,Rs.527.00,0,0,Rs.0.00
27,HSS Drill Bit (EHPL) 9.5 mm,1P01-27,9.5,Rs.628.00,160,0,"Rs.100,480.00"
28,HSS Drill Bit (EHPL) 10 mm,1P01-28,10,Rs.872.00,115,0,"Rs.135,160.00"
29,HSS Drill Bit (EHPL) 10.5 mm,1P01-29,10.5,Rs.795.00,0,0,Rs.0.00
30,HSS Drill Bit (EHPL) 11 mm,1P01-30,11,Rs.623.00,0,0,"Rs.12,460.00"
31,HSS Drill Bit (EHPL) 11.5 mm,1P01-31,11.5,"Rs.1,004.00",125,0,"Rs.125,500.00"
32,HSS Drill Bit (EHPL) 12 mm,1P01-32,12,Rs.753.00,0,0,"Rs.3,765.00"
33,HSS Drill Bit (EHPL) 12.5 mm,1P01-33,12.5,"Rs.1,030.00",0,0,Rs.0.00
34,HSS Drill Bit (EHPL) 13 mm,1P01-34,13,"Rs.1,431.00",105,0,"Rs.150,255.00"
35,HSS Drill Bit (EHPL) 13.5 mm,1P01-35,13.5,"Rs.1,989.00",14,0,"Rs.19,890.00"
36,HSS Drill Bit (EHPL) 16 mm,1P01-36,16,"Rs.1,888.00",0,0,Rs.0.00
37,HSS Drill Bit (EHPL) 16.5 mm,1P01-37,16.5,"Rs.1,958.00",0,0,Rs.0.00
38,Gold Bit (EHPL) 1/8 Inch,1P02-01,08-Jan,Rs.24.50,5420,100,"Rs.138,915.00"
39,Gold Bit (EHPL) 5/32 Inch,1P02-02,May-32,Rs.34.50,1990,100,"Rs.71,760.00"
40,Gold Bit (EHPL) 3/16 Inch,1P02-03,16-Mar,Rs.44.00,0,100,"Rs.15,400.00"
41,Gold Bit (EHPL) 1/4 Inch,1P02-04,04-Jan,Rs.72.00,0,0,Rs.0.00
42,Gold Bit (EHPL) 5/16 Inch,1P02-05,16-May,Rs.115.00,0,0,Rs.0.00
43,Gold Bit (EHPL) 3/8 Inch,1P02-06,08-Mar,Rs.220.00,0,0,Rs.0.00
44,Gold Bit (EHPL) 1/2 Inch,1P02-07,02-Jan,Rs.397.00,0,0,Rs.0.00
45,Gold Bit (EHPL) 5/8 Inch,1P02-08,08-May,Rs.903.00,0,0,Rs.0.00
46,Gold Bit (EHPL) 3/4 Inch,1P02-09,04-Mar,"Rs.1,297.00",6,0,Rs.0.00
47,Concrete Hole Bit EHPL 1.5 Inch,1P03-01,1 1/2,"Rs.1,490.00",0,0,"Rs.20,860.00"
48,Concrete Hole Bit EHPL 2 Inch,1P03-02,2,"Rs.1,650.00",0,0,Rs.0.00
49,Concrete Hole Bit EHPL 2.5 Inch,1P03-03,2 1/2,"Rs.1,657.00",0,0,Rs.0.00
50,Concrete Hole Bit EHPL 3 Inch,1P03-04,3,"Rs.2,450.00",0,0,"Rs.12,250.00"
51,Concrete Hole Bit EHPL 4 Inch,1P03-05,4,"Rs.3,770.00",0,0,Rs.0.00
52,Concrete Hole Bit EHPL 5 Inch,1P03-06,5,"Rs.3,966.00",0,0,Rs.0.00
53,Concrete Bit EHPL 4 mm,1P04-01,4,Rs.47.00,0,0,Rs.0.00
54,Concrete Bit EHPL 5 mm,1P04-02,5,Rs.80.00,1345,0,"Rs.84,000.00"
55,Concrete Bit EHPL 6 mm,1P04-03,6,Rs.80.00,0,24,"Rs.10,000.00"
56,Concrete Bit EHPL 7 mm,1P04-04,7,Rs.85.00,240,0,"Rs.26,095.00"
57,Concrete Bit EHPL 8 mm,1P04-05,8,Rs.110.00,0,0,Rs.0.00
58,Concrete Bit EHPL 10 mm,1P04-06,10,Rs.125.00,0,0,Rs.0.00
59,Concrete Bit EHPL 12 mm,1P04-07,12,Rs.197.50,0,0,Rs.0.00
60,Concrete Bit EHPL 13 mm,1P04-08,13,Rs.290.00,0,0,"Rs.2,320.00"
61,Concrete Bit EHPL 14 mm,1P04-09,14,Rs.251.00,0,0,Rs.0.00
62,Concrete Bit EHPL 16 mm,1P04-10,16,Rs.287.00,0,0,Rs.0.00
63,Hammer Bit (Hilty) EHPL 6X110 mm,1P05-01,6,Rs.180.00,79,0,"Rs.14,940.00"
64,Hammer Bit (Hilty) EHPL 7X110 mm,1P05-02,7,Rs.185.00,391,0,"Rs.74,370.00"
65,Hammer Bit (Hilty) EHPL 8X110 mm,1P05-03,8,Rs.190.00,46,0,"Rs.8,740.00"
66,Hammer Bit (Hilty) EHPL 10X110 mm,1P05-04,10,Rs.341.00,430,0,"Rs.147,653.00"
67,Hammer Bit (Hilty) EHPL 6X160 mm,1P05-05,6,Rs.198.00,250,0,"Rs.49,104.00"
68,Hammer Bit (Hilty) EHPL 7X160 mm,1P05-06,7,Rs.312.00,361,0,"Rs.110,448.00"
69,Hammer Bit (Hilty) EHPL 8X160 mm,1P05-07,8,Rs.316.00,0,0,"Rs.8,848.00"
70,Hammer Bit (Hilty) EHPL 10X160 mm,1P05-08,10,Rs.337.00,264,0,"Rs.89,642.00"
71,Hammer Bit (Hilty) EHPL 12X160 mm,1P05-09,12,Rs.250.00,76,3,"Rs.20,000.00"
72,Hammer Bit (Hilty) EHPL 6X210 mm,1P05-10,6,Rs.147.00,0,0,Rs.0.00
73,Hammer Bit (Hilty) EHPL 7X210 mm,1P05-11,7,Rs.175.00,0,0,Rs.0.00
74,Hammer Bit (Hilty) EHPL 8X210 mm,1P05-12,8,Rs.195.00,0,0,Rs.0.00
75,Hammer Bit (Hilty) EHPL 10X210 mm,1P05-13,10,Rs.211.00,0,0,Rs.0.00
76,Hammer Bit (Hilty) EHPL 6X260 mm,1P05-14,6,Rs.296.00,319,0,"Rs.97,384.00"
77,Hammer Bit (Hilty) EHPL 7X260 mm,1P05-15,7,Rs.352.00,234,0,"Rs.90,464.00"
78,Hammer Bit (Hilty) EHPL 8X260 mm,1P05-16,8,Rs.407.00,103,0,"Rs.30,525.00"
79,Hammer Bit (Hilty) EHPL 10X260 mm,1P05-17,10,Rs.407.00,205,0,"Rs.76,516.00"
80,Hammer Bit (Hilty) EHPL 12X260 mm,1P05-18,12,Rs.420.00,174,9,"Rs.76,020.00"
81,Hammer Bit (Hilty) EHPL 13X260 mm,1P05-19,13,Rs.407.00,0,0,Rs.0.00
82,Hammer Bit (Hilty) EHPL 14X260 mm,1P05-20,14,Rs.480.00,228,9,"Rs.109,920.00"
83,Hammer Bit (Hilty) EHPL 16X260 mm,1P05-21,16,Rs.565.00,283,0,"Rs.163,285.00"
84,Hammer Bit (Hilty) EHPL 18X260 mm,1P05-22,18,Rs.850.00,54,0,"Rs.45,050.00"
85,Hammer Bit (Hilty) EHPL 20X260 mm,1P05-23,20,"Rs.1,365.00",71,0,"Rs.98,280.00"
86,Hammer Bit (Hilty) EHPL 22X260 mm,1P05-24,22,"Rs.1,750.00",45,0,"Rs.68,250.00"
87,Hammer Bit (Hilty) EHPL 25X260 mm,1P05-25,25,"Rs.1,350.00",19,0,"Rs.21,600.00"
88,Hammer Bit (Hilty) EHPL 14X350 mm,1P05-26,14,Rs.595.00,127,3,"Rs.75,565.00"
89,Hammer Bit (Hilty) EHPL 16X350 mm,1P05-27,16,Rs.973.00,39,0,"Rs.37,947.00"
90,Hammer Bit (Hilty) EHPL 18X350 mm,1P05-28,18,"Rs.1,195.00",30,0,"Rs.34,655.00"
91,Hammer Bit (Hilty) EHPL 20X350 mm,1P05-29,20,"Rs.1,336.00",415,0,"Rs.554,440.00"
92,Hammer Bit (Hilty) EHPL 22X350 mm,1P05-30,22,"Rs.1,450.00",20,0,"Rs.26,100.00"
93,Hammer Bit (Hilty) EHPL 25X350 mm,1P05-31,25,"Rs.1,580.00",12,0,"Rs.7,900.00"
94,Hammer Bit (Hilty) EHPL 16X450 mm,1P05-32,16,"Rs.1,155.00",25,0,"Rs.12,705.00"
95,Hammer Bit (Hilty) EHPL 18X450 mm,1P05-33,18,"Rs.1,556.00",164,0,"Rs.261,408.00"
96,Hammer Bit (Hilty) EHPL 20X450 mm,1P05-34,20,"Rs.1,970.00",78,0,"Rs.145,780.00"
97,Hammer Bit (Hilty)l EHPL 22X450 mm,1P05-35,22,"Rs.2,100.00",29,0,"Rs.63,000.00"
98,Hammer Bit (Hilty)l EHPL 25X450 mm,1P05-36,25,"Rs.2,320.00",25,0,"Rs.58,000.00"
99,Max Hammer Bit (Hilty) EHPL 22X800 mm,1P06-01,22,"Rs.3,880.00",4,0,Rs.0.00
100,Max Hammer Bit (Hilty) EHPL 25X800 mm,1P06-02,25,"Rs.4,375.00",0,0,Rs.0.00
101,Max Hammer Bit (Hilty) EHPL 22X600 mm,1P06-03,22,"Rs.2,800.00",0,0,Rs.0.00
102,Max Hammer Bit (Hilty) EHPL 25X600 mm,1P06-04,25,"Rs.3,390.00",0,0,Rs.0.00
103,Max Hammer Bit (Hilty) EHPL 18X600 mm,1P06-05,18,"Rs.2,590.00",0,0,Rs.0.00
104,Max Hammer Bit (Hilty) EHPL 18X450 mm,1P06-06,18,"Rs.1,800.00",0,0,Rs.0.00
105,Max Hammer Bit (Hilty) EHPL 20X450 mm,1P06-07,20,"Rs.1,800.00",0,0,Rs.0.00
106,Max Hammer Bit (Hilty) EHPL 22X450 mm,1P06-08,22,"Rs.2,100.00",7,0,Rs.0.00
107,Max Hammer Bit (Hilty) EHPL 25X450 mm,1P06-09,25,"Rs.2,700.00",0,0,Rs.0.00
108,Max Hammer Bit (Hilty) EHPL 18X800 mm,1P06-10,18,"Rs.2,870.00",24,0,"Rs.74,620.00"
109,Hammer Bit (Hilty) EHPL (S.D.S) 17X280 mm (Point),1P07-01,17,Rs.368.00,0,0,Rs.0.00
110,Hammer Bit (Hilty) EHPL (S.D.S) 14X250 mm (Flat),1P07-02,14,Rs.370.00,0,20,"Rs.8,880.00"
111,Hammer Bit (Hilty) EHPL (S.D.S) 14X250 mm (Point),1P07-03,14,Rs.370.00,0,0,Rs.0.00
112,HSS Hall Saw Bit (EHPL)16 mm,1P08-01,16,Rs.380.00,247,12,"Rs.95,000.00"
113,HSS Hall Saw Bit (EHPL)18 mm,1P08-02,18,Rs.435.00,104,6,"Rs.47,415.00"
114,HSS Hall Saw Bit (EHPL)19 mm,1P08-03,19,Rs.410.00,0,0,Rs.0.00
115,HSS Hall Saw Bit (EHPL) 20 mm,1P08-04,20,Rs.475.00,85,2,"Rs.39,425.00"
116,HSS Hall Saw Bit (EHPL) 22 mm,1P08-05,22,Rs.525.00,89,8,"Rs.46,725.00"
117,HSS Hall Saw Bit (EHPL) 25 mm,1P08-06,25,Rs.595.00,0,0,Rs.0.00
118,HSS Hall Saw Bit (EHPL) 28 mm,1P08-07,28,Rs.640.00,8,0,Rs.0.00
119,HSS Hall Saw Bit (EHPL) 30 mm,1P08-08,30,Rs.835.00,1,0,Rs.0.00
120,HSS Hall Saw Bit (EHPL) 32 mm,1P08-09,32,Rs.760.00,8,1,Rs.760.00
121,HSS Hall Saw Bit (EHPL) 35 mm,1P08-10,35,Rs.729.00,0,0,Rs.0.00
122,HSS Hall Saw Bit (EHPL) 40 mm,1P08-11,36,Rs.854.00,0,0,Rs.0.00
123,HSS Hall Saw Bit (EHPL) 45 mm,1P08-12,38,"Rs.1,155.00",0,0,Rs.0.00
124,HSS Hall Saw Bit (EHPL) 50 mm,1P08-13,40,"Rs.1,200.00",3,0,"Rs.3,600.00"
125,Glass & Tile Diamond Drill Bit 5 mm,1P09-01,5,Rs.121.00,0,0,Rs.0.00
126,Glass & Tile Diamond Drill Bit 6 mm,1P09-02,6,Rs.116.00,0,0,Rs.0.00
127,Glass & Tile Diamond Drill Bit 7 mm,1P09-03,7,Rs.121.00,0,0,Rs.0.00
128,Glass & Tile Diamond Drill Bit 8 mm,1P09-04,8,Rs.147.00,0,0,Rs.0.00
129,Glass & Tile Diamond Drill Bit 10 mm,1P09-05,10,Rs.168.00,0,0,Rs.0.00
130,Glass & Tile Diamond Drill Bit 12 mm,1P09-06,12,Rs.178.00,0,0,Rs.0.00
131,Glass & Tile Diamond Drill Bit 14 mm,1P09-07,14,Rs.200.00,0,0,Rs.400.00
132,Glass & Tile Diamond Drill Bit 15 mm,1P09-08,15,Rs.226.00,0,0,Rs.0.00
133,Glass & Tile Diamond Drill Bit 16 mm,1P09-09,16,Rs.284.00,0,0,Rs.0.00
134,Glass & Tile Diamond Drill Bit 17 mm,1P09-10,17,Rs.276.00,0,0,Rs.0.00
135,Glass & Tile Diamond Drill Bit 18 mm,1P09-11,18,Rs.294.00,0,0,Rs.0.00
136,Glass & Tile Diamond Drill Bit 20 mm,1P09-12,20,Rs.378.00,0,0,Rs.0.00
137,Glass & Tile Diamond Drill Bit 22 mm,1P09-13,22,Rs.410.00,0,0,Rs.0.00
138,Glass & Tile Diamond Drill Bit 25 mm,1P09-14,25,Rs.446.00,0,0,Rs.0.00
139,Flat Wood Bit 18 mm,1P10-01,18,Rs.90.00,0,0,Rs.0.00
140,Flat Wood Bit 20 mm,1P10-02,20,Rs.96.00,0,0,Rs.0.00
141,Flat Wood Bit 22 mm,1P10-03,22,Rs.110.00,0,0,Rs.0.00
142,Flat Wood Bit 25 mm,1P10-04,25,Rs.116.00,0,0,Rs.0.00
143,Flat Wood Bit 32 mm,1P10-05,32,Rs.175.00,0,0,Rs.0.00
144,Grinding Wheel EHPL 4 Inch ( 105X6X16 mm),1P11-01,4,Rs.150.00,850,0,"Rs.159,000.00"
145,Grinding Wheel EHPL 4 1/2 Inch ( 115X6X22 mm),1P11-02,4 1/2,Rs.200.00,3010,0,"Rs.611,000.00"
146,Grinding Wheel EHPL 7 Inch ( 180X6.0X22 mm),1P11-03,7,Rs.211.00,0,0,Rs.0.00
147,Cutting Wheel EHPL 4 Inch ( 105X1.2X16 mm),1P12-01,4,Rs.55.00,21050,950,"Rs.1,072,225.00"
148,Cutting Wheel EHPL 4 1/2 Inch ( 115X1.2X22 mm),1P12-02,4 1/2,Rs.65.00,0,275,"Rs.17,875.00"
149,Cutting Wheel EHPL 7 Inch ( 180X1.6X22 mm),1P12-03,7,Rs.141.00,0,0,Rs.0.00
150,Cutting Wheel EHPL 14 Inch ( 350X3X25.4 mm),1P12-04,14,Rs.550.00,0,0,Rs.0.00
151,Cutting Wheel Branca 4 Inch ( 105X1.2X16 mm),1P12-05,4,Rs.39.00,200,0,Rs.0.00
152,Cutting Wheel Branca 4 1/2 Inch ( 115X1.2X22.2 mm),1P12-06,4 1/2,Rs.48.00,0,50,"Rs.15,648.00"
153,Cup Diamond Wheel EHPL 4 Inch (105 mm),1P13-01,4,Rs.895.00,249,21,"Rs.218,380.00"
154,Cup Diamond Wheel EHPL 4 1/2 Inch (115 mm),1P13-02,4 1/2,"Rs.1,050.00",367,0,"Rs.401,100.00"
155,Cup Diamond Wheel (Bosun) 4 Inch,1P13-03,4,Rs.491.00,0,0,Rs.0.00
156,Cup Diamond Wheel (Bosun) 4 1/2 Inch,1P13-04,4 1/2,Rs.572.00,0,0,Rs.0.00
157,Cup Diamond Wheel (Evertech) 4 Inch,1P13-05,4,Rs.850.00,0,0,Rs.0.00
158,Cup Diamond Wheel (Evertech) 4 1/2 Inch,1P13-06,4 1/2,"Rs.1,134.00",0,0,Rs.0.00
159,Aluminium Cutter Wheel EHPL 10 Inch (250mmX100TX30mm),1P14-01,10,"Rs.3,938.00",6,0,Rs.0.00
160,Diamond Wheel (Bosun) 4 Inch - Non-Warranty,1P15-01,4,Rs.240.00,12,0,Rs.0.00
161,Diamond Wheel (Bosun) 4 1/2 Inch - Non-Warranty,1P15-02,4 1/2,Rs.255.00,0,6,"Rs.6,885.00"
162,Diamond Wheel EHPL (Gold Regular) 4 Inch,1P16-01,4,Rs.690.00,741,12,"Rs.525,780.00"
163,Diamond Wheel EHPL (Gold Regular) 4 1/2 Inch,1P16-02,4 1/2,Rs.750.00,867,2,"Rs.662,250.00"
164,Diamond Wheel EHPL (Gold Regular) 7 Inch,1P16-03,7,"Rs.1,995.00",7,0,Rs.0.00
165,Diamond Wheel EHPL (Gold Regular) 9 Inch,1P16-04,9,"Rs.2,540.00",0,0,Rs.0.00
166,Diamond Wheel EHPL (Gold Regular) 10 Inch,1P16-05,10,"Rs.2,762.00",0,0,Rs.0.00
167,Diamond Wheel EHPL (Gold Regular) 12 Inch,1P16-06,12,"Rs.4,971.00",0,0,Rs.0.00
168,Diamond Wheel EHPL (Gold Regular) 14 Inch,1P16-07,14,"Rs.6,917.00",0,0,Rs.0.00
169,Diamond Wheel EHPL (Gold Regular) 16 Inch,1P16-08,16,"Rs.11,045.00",0,0,Rs.0.00
170,Diamond Wheel EHPL (Blue Regular) 4 Inch,1P16-09,4,Rs.460.00,257,33,"Rs.106,720.00"
171,Diamond Wheel EHPL (Blue Regular) 4 1/2 Inch,1P16-10,4 1/2,Rs.480.00,299,9,"Rs.133,920.00"
172,Diamond Wheel Evertech (Yellow Regular) 4  Inch,1P16-11,4,Rs.378.00,4,0,Rs.0.00
173,Diamond Wheel Evertech (Yellow Regular) 4 1/2 Inch,1P16-12,4 1/2,Rs.404.00,6,0,Rs.0.00
174,Diamond Wheel EHPL (Gold Turbo) 4 Inch,1P17-01,4,Rs.750.00,649,13,"Rs.513,000.00"
175,Diamond Wheel EHPL (Gold Turbo) 4 1/2 Inch,1P17-02,4 1/2,Rs.810.00,553,0,"Rs.439,020.00"
176,Diamond Wheel EHPL (Gold Turbo) 7 Inch,1P17-03,7,"Rs.2,240.00",0,0,Rs.0.00
177,Diamond Wheel EHPL (Gold Turbo) 9 Inch,1P17-04,9,"Rs.2,450.00",53,0,"Rs.129,850.00"
178,Diamond Wheel EHPL (Gold Turbo) 10 Inch,1P17-05,10,"Rs.2,962.00",0,0,Rs.0.00
179,Diamond Wheel EHPL (Gold Turbo) 12 Inch,1P17-06,12,"Rs.8,132.00",1,0,"Rs.130,112.00"
180,Diamond Wheel EHPL (Gold Turbo) 14 Inch,1P17-07,14,"Rs.12,852.00",0,0,Rs.0.00
181,Diamond Wheel EHPL (Blue Turbo) 4 Inch,1P17-08,4,Rs.550.00,582,18,"Rs.220,000.00"
182,Diamond Wheel EHPL (Blue Turbo) 4 1/2 Inch,1P17-09,4 1/2,Rs.565.00,507,18,"Rs.312,445.00"
183,Diamond Wheel Evertech (Yellow Turbo) 4 Inch,1P17-10,4,Rs.378.00,0,0,Rs.0.00
184,Diamond Wheel Evertech (Yellow Turbo) 4 1/2 Inch,1P17-11,4 1/2,Rs.404.00,0,0,Rs.0.00
185,Diamond Wheel EHPL (Super Cut) 4 Inch,1P18-01,4,Rs.975.00,2387,12,"Rs.2,354,625.00"
186,Diamond Wheel EHPL (Super Cut) 4 1/2 Inch,1P18-02,4 1/2,"Rs.1,160.00",3023,3,"Rs.3,544,960.00"
187,Diamond Wheel Evertech (Turbo Net) 4 Inch,1P19-01,4,Rs.604.00,9,0,Rs.0.00
188,Diamond Wheel Evertech (Turbo Net) 4 1/2 Inch,1P19-02,4 1/2,Rs.620.00,0,0,Rs.0.00
189,Saw Blade EHPL 4 Inch (110mmX30TX20mm),1P20-01,4,Rs.365.00,134,10,"Rs.47,085.00"
190,Saw Blade EHPL 4 1/2 Inch (115mmX30TX22.23mm),1P20-02,4 1/2,Rs.395.00,229,8,"Rs.99,540.00"
191,Saw Blade EHPL 7 Inch (180mmX30TX25.4mm),1P20-03,7,"Rs.1,180.00",121,9,"Rs.147,500.00"
192,Saw Blade EHPL 7 Inch (180mmX24TX22.23mm),1P20-04,7,"Rs.1,090.00",226,0,"Rs.249,610.00"
193,Saw Blade EHPL 9 Inch (180mmX30TX25.4 mm),1P20-05,9,"Rs.2,360.00",0,0,"Rs.7,080.00"
194,Saw Blade EHPL 9 Inch (230mmX24TX25.4 mm),1P20-06,9,"Rs.2,100.00",99,0,Rs.0.00
195,Saw Blade EHPL 10 Inch (250mmX40TX22.23mm),1P20-07,10,"Rs.2,930.00",82,0,"Rs.243,190.00"
196,Saw Blade EHPL 10 Inch (250mmX30TX25.4mm),1P20-08,10,"Rs.2,680.00",126,0,"Rs.332,320.00"
197,Saw Blade EHPL 12 Inch (300mmX30TX25.4mm),1P20-09,12,"Rs.3,990.00",1,0,"Rs.3,990.00"
198,Saw Blade (Reguler) 4 Inch,1P21-01,4,Rs.380.00,0,0,Rs.0.00
199,Saw Blade (Reguler) 4 1/2 Inch,1P21-02,4 1/2,Rs.415.00,191,0,"Rs.72,210.00"
200,Saw Blade  (Reguler) 7 Inch (180mm),1P21-03,7,Rs.710.00,0,0,Rs.0.00
201,Flap Disc 4 Inch (40),1P22-01,4,Rs.95.00,0,0,Rs.0.00
202,Flap Disc 4 Inch (60),1P22-02,4,Rs.95.00,0,0,Rs.0.00
203,Flap Disc 4 Inch (80),1P22-03,4,Rs.95.00,0,0,Rs.0.00
204,Flap Disc 4 Inch (100),1P22-04,4,Rs.95.00,10,0,Rs.0.00
205,Flap Disc 4 Inch (120),1P22-05,4,Rs.95.00,10,0,Rs.0.00
206,Flap Disc 4 1/2 Inch (40),1P22-06,4 1/2,Rs.120.00,0,0,Rs.0.00
207,Flap Disc 4 1/2 Inch (60),1P22-07,4 1/2,Rs.120.00,40,0,Rs.0.00
208,Flap Disc 4 1/2 Inch (80),1P22-08,4 1/2,Rs.120.00,0,0,Rs.0.00
209,Flap Disc 4 1/2 Inch (100),1P22-09,4 1/2,Rs.120.00,20,10,"Rs.1,200.00"
210,Flap Disc 4 1/2 Inch (120),1P22-10,4 1/2,Rs.120.00,0,0,Rs.0.00
211,Flap Disc (Branca) 4 Inch (40),1P22-11,4,Rs.72.00,0,0,Rs.0.00
212,Flap Disc (Branca) 4 Inch (60),1P22-12,4,Rs.173.00,0,0,Rs.0.00
213,Flap Disc (Branca) 4 Inch (80),1P22-13,4,Rs.173.00,0,0,Rs.0.00
214,Flap Disc (Branca) 4 Inch (100),1P22-14,4,Rs.173.00,0,0,Rs.0.00
215,Flap Disc (Branca) 4 Inch (120),1P22-15,4,Rs.173.00,0,0,"Rs.3,460.00"
216,Flap Disc (Branca) 4 1/2 Inch (40),1P22-16,4 1/2,Rs.205.00,0,0,Rs.0.00
217,Flap Disc (Branca) 4 1/2 Inch (60),1P22-17,4 1/2,Rs.205.00,0,0,Rs.0.00
218,Flap Disc (Branca) 4 1/2 Inch (80),1P22-18,4 1/2,Rs.205.00,0,0,Rs.0.00
219,Flap Disc (Branca) 4 1/2 Inch (100),1P22-19,4 1/2,Rs.205.00,0,0,Rs.0.00
220,Flap Disc (Branca) 4 1/2 Inch (120),1P22-20,4 1/2,Rs.205.00,0,0,Rs.0.00
221,Flap Disc (Cincy) 4 1/2 Inch (60),1P22-21,4 1/2,Rs.173.00,0,0,Rs.0.00
222,Flap Disc (Cincy) 4 1/2 Inch (80),1P22-22,4 1/2,Rs.90.00,630,0,"Rs.56,700.00"
223,Flap Disc (Cincy) 4 1/2 Inch (100),1P22-23,4 1/2,Rs.173.00,0,0,Rs.0.00
224,Flap Disc (Cincy) 4 1/2 Inch (120),1P22-24,4 1/2,Rs.120.00,10,0,Rs.0.00
225,Sticker Pad 4 Inch,1P23-01,4,Rs.120.00,287,3,"Rs.34,440.00"
226,Sticker Pad 4 1/2 Inch,1P23-02,4 1/2,Rs.175.00,651,15,"Rs.114,450.00"
227,Sticker Paper 4 Inch (40),1P24-01,4,Rs.11.00,8100,20,"Rs.90,145.00"
228,Sticker Paper 4 Inch (60),1P24-02,4,Rs.11.00,7460,20,"Rs.81,015.00"
229,Sticker Paper 4 Inch (80),1P24-03,4,Rs.11.00,3530,20,"Rs.38,775.00"
230,Sticker Paper 4 Inch (100),1P24-04,4,Rs.11.00,5285,20,"Rs.59,070.00"
231,Sticker Paper 4 Inch (120),1P24-05,4,Rs.11.00,2085,20,"Rs.22,935.00"
232,Sticker Paper 4 1/2 Inch (40),1P24-06,4 1/2,Rs.14.50,1950,0,"Rs.31,610.00"
233,Sticker Paper 4 1/2 Inch (60),1P24-07,4 1/2,Rs.14.50,1560,0,"Rs.22,620.00"
234,Sticker Paper 4 1/2 Inch (80),1P24-08,4 1/2,Rs.14.50,750,20,"Rs.11,020.00"
235,Sticker Paper 4 1/2 Inch (100),1P24-09,4 1/2,Rs.14.50,370,20,"Rs.5,220.00"
236,Sticker Paper 4 1/2 Inch (120),1P24-10,4 1/2,Rs.14.50,0,0,Rs.0.00
237,Polishing Pad 4 Inch,1P25-01,4,Rs.97.00,0,0,Rs.0.00
238,Polishing Pad 4 1/2 Inch,1P25-02,4 1/2,Rs.141.00,0,0,Rs.0.00
239,Diamond Polishing Pad 4 Inch (600),1P26-01,4,Rs.446.00,0,0,Rs.0.00
240,Diamond Polishing Pad 4 Inch (800),1P26-02,4,Rs.446.00,0,0,Rs.0.00
241,Diamond Polishing Pad 4 Inch (1000),1P26-03,4,Rs.446.00,0,0,Rs.0.00
