#,Product,Code,Category,Retail Price,Whole Sale Price,Actions,Qty
725,Box Sockets Set (13 Pcs),3G03-03,General Hardware,1672,1502,,0
726,Box Sockets Set (17 Pcs),3G03-04,General Hardware,3770,3770,,10
727,Box Sockets Set (32 Pcs),3G03-05,General Hardware,5300,4770,,0
728,Box Sockets Set (40 Pcs),3G03-06,General Hardware,998,898,,0
729,Box Sockets Set (46 Pcs),3G03-07,General Hardware,2100,1890,,184
730,Spray Gun (EHPL - Orange) F-75,3G04-01,General Hardware,1942,1942,,0
731,Spray Gun (Classic) F-75G,3G04-02,General Hardware,1975,1777,,0
732,Spray Gun ( EHPL Classic ) F-75 S,3G04-03,General Hardware,1750,1575,,0
733,Spray Gun (Super Quality) F-75,3G04-04,General Hardware,2925,2635,,41
734,Spray Gun EHPL Up - Bottle Bott,3G04-05,General Hardware,1556,1325,,0
735,Oil Spray Gun (Washing) 1L,3G05-01,General Hardware,1315,1185,,32
736,Oil Gun No-1 ( Small ),3G05-02,General Hardware,390,351,,715
737,Oil Gun PVC,3G05-03,General Hardware,394,355,,0
738,Oil Gun No-1 (Large),3G05-04,General Hardware,514,463,,0
739,Grease Gun (EHPL Pressol),3G07-01,General Hardware,1650,1485,,0
740,Grease Gun (J.M.S.U.S.A),3G07-02,General Hardware,1480,1385,,0
741,Grease Nipple (Heavy),3G07-03,General Hardware,115,105,,459
742,Grease Gun (Dingqi),3G07-04,General Hardware,3450,3105,,140
743,Grease Nipple OEM With Wire,3G08-01,General Hardware,190,171,,0
744,Hack Saw Blade (Airplame Brand),3G09-01,General Hardware,15,15,,0
745,Hack Saw Blade (Dingqi) 12,3G09-02,General Hardware,58,52,,0
746,Pickaxe (Red),3G10-01,General Hardware,704,652,,0
747,Mamoty OEM (Hand Hoe) 9X9,3G10-02,General Hardware,1040,940,,0
748,Sprinkler Head (S),3G11-01,General Hardware,58,53,,5028
749,Sprinkler Head (L),3G11-02,General Hardware,56,49,,51
750,Sprinkler  (4 Way),3G11-03,General Hardware,105,100,,0
751,Sprinkler Handle (Plastic),3G11-04,General Hardware,56,47,,0
752,Sprinkler Head With Handle,3G11-05,General Hardware,116,105,,0
753,Garden Sprayer (4 - Function),3G12-01,General Hardware,390,355,,395
754,Garden Lever Spray,3G12-02,General Hardware,410,369,,0
755,Adjustable Nosal (Classic),3G12-03,General Hardware,160,145,,899
756,Spray Pump (Yellow),3G12-04,General Hardware,222,200,,0
757,Planer Blade 82mm,3G13-01,General Hardware,426,384,,0
758,Auto Inspection Lamp 10 m,3G14-01,General Hardware,884,704,,0
759,Compressor Tap 1/4 Inch,3G15-01,General Hardware,236,215,,0
760,High Pressure Hose 50 m,3G16-01,General Hardware,8100,7290,,0
761,High Pressure Hose 10 m,3G16-02,General Hardware,1990,1795,,0
762,Steel Measuring Tape (Dinggi) 3 m,3G17-01,General Hardware,320,288,,0
763,Steel Measuring Tape (Dinggi) 5 m,3G17-02,General Hardware,390,351,,0
764,Steel Measuring Tape (Dinggi) 7.5 m,3G17-03,General Hardware,695,625,,0
765,Steel Measuring Tape (YDS) 3 m,3G17-04,General Hardware,327,294,,0
766,Steel Measuring Tape (YDS) 5 m,3G17-05,General Hardware,392,353,,0
767,Steel Measuring Tape (KAIDA) 3 m,3G17-06,General Hardware,304,278,,0
768,Steel Measuring Tape (KAIDA) 5 m,3G17-07,General Hardware,220,198,,886
769,Steel Measuring Tape (KAIDA) 7.5 m,3G17-08,General Hardware,719,647,,0
770,Measuring Tape (Fiber) 10 m,3G18-01,General Hardware,345,310,,226
771,Measuring Tape (Fiber) 15 m,3G18-02,General Hardware,370,333,,116
772,Measuring Tape (Fiber) 20 m,3G18-03,General Hardware,390,351,,168
773,Measuring Tape (Fiber) 30 m,3G18-04,General Hardware,460,414,,54
774,Measuring Tape (Fiber) 50 m,3G18-05,General Hardware,670,603,,147
775,Measuring Tape (Leather) 10 m,3G18-06,General Hardware,480,432,,0
776,Measuring Tape (Leather) 15 m,3G18-07,General Hardware,495,446,,0
777,Measuring Tape (Leather) 20 m,3G18-08,General Hardware,595,536,,0
778,Measuring Tape (Leather) 30 m,3G18-09,General Hardware,715,644,,0
779,Measuring Tape (Leather) 50 m,3G18-10,General Hardware,1090,981,,0
780,Hall Saw Set (11Pcs),3G19-01,General Hardware,775,698,,34
781,High Pressure Gun OEM,3G06-01,General Hardware,890,800,,156
782,Air Pressure Gun With Meetar,3G06-02,General Hardware,1970,1775,,122
783,Air Duster Gun (3 Way),3G06-03,General Hardware,780,702,,0
784,Rives Forwerd Switch 16AX415VX50HZ,3G20-01,General Hardware,2175,1960,,37
785,Drill Switch 10 mm,3G21-01,General Hardware,340,305,,0
786,Drill Switch 13 mm,3G21-02,General Hardware,490,440,,0
787,Grainder Switch,3G21-03,General Hardware,130,117,,0
788,Router Switch,3G21-04,General Hardware,385,350,,169
789,Gijsaw Switch,3G21-05,General Hardware,165,150,,10
790,Cutoff Switch,3G21-06,General Hardware,452,407,,0
791,Elctrict Floter Switch OEM,3G22-01,General Hardware,795,715,,0
792,Radar Floter Switch ST - 70AB,3G22-02,General Hardware,890,800,,0
793,Pad Lock (Lianqiu) 20mm,3G23-01,General Hardware,95,85,,604
794,Pad Lock (Lianqiu) 25mm,3G23-02,General Hardware,110,100,,12
795,Pad Lock (Lianqiu) 32mm,3G23-03,General Hardware,170,155,,182
796,Pad Lock (Lianqiu) 38mm,3G23-04,General Hardware,195,175,,951
797,Pad Lock (Lianqiu) 50mm,3G23-05,General Hardware,370,333,,3729
798,Pad Lock (Lianqiu) 63mm,3G23-06,General Hardware,570,510,,0
799,Pad Lock (Lianqiu) Long Arm 1 1/4 (32mm),3G23-07,General Hardware,257,231,,0
800,Pad Lock (Lianqiu) Long Arm 1 1/2 (38mm),3G23-08,General Hardware,280,255,,429
801,Pad Lock (Lianqiu) Long Arm 2 (50mm),3G23-09,General Hardware,390,350,,0
802,Pad Lock (Shen Ji) 3/4 (20mm),3G23-10,General Hardware,58,48,,0
803,Pad Lock (Shen Ji) 1 Inch (25mm),3G23-11,General Hardware,84,80,,0
804,Pad Lock (Shen Ji) 1 1/4 Inch (32mm),3G23-12,General Hardware,107,100,,0
805,Pad Lock (Shen Ji) 1 1/2 Inch (38mm),3G23-13,General Hardware,141,134,,0
806,Pad Lock (Shen Ji) 2 Inch (50mm),3G23-14,General Hardware,215,208,,0
807,Pad Lock (Shen Ji) 2 1/2 Inch (63mm),3G23-15,General Hardware,308,296,,0
808,Pad Lock Card (Iron) 25-32-38 mm,3G23-16,General Hardware,1984,1785,,0
809,Pad Lock (Solo) Superior Long Arm (40mm),3G23-17,General Hardware,1890,1701,,0
810,Pad Lock (Solo) Superior Long Arm (50mm),3G23-18,General Hardware,2137,1927,,0
811,Chain Lock (Large),3G24-01,General Hardware,890,800,,29
812,Roller Tray (Large) OEM,3G25-01,General Hardware,170,155,,406
813,L Bracket 3X4,3G26-01,General Hardware,482,434,,0
814,L Bracket 4X5,3G26-02,General Hardware,1079,972,,0
815,L Bracket 5X6,3G26-03,General Hardware,1020,920,,0
816,L Bracket 6X8,3G26-04,General Hardware,1090,981,,114
817,L Bracket 8X10,3G26-05,General Hardware,1470,1323,,0
818,L Bracket 10X12,3G26-06,General Hardware,1950,1755,,0
